item_id,english_name,kannada_name,hindi_name
248,Butter Chicken,ಬಟರ್ ಚಿಕನ್,बटर चिकन
249,Chicken Tikka Masala,ಚಿಕನ್ ಟಿಕ್ಕಾ ಮಸಾಲಾ,चिकन टिक्का मसाला
250,Chicken Kolhapuri,ಚಿಕನ್ ಕೊಲ್ಹಾಪುರಿ,चिकन कोल्हापुरी
251,Chicken Chettinad,ಚಿಕನ್ ಚೆಟ್ಟಿನಾಡ್,चिकन चेट्टिनाड
252,Chicken Vindaloo,ಚಿಕನ್ ವಿನ್ದಾಲೂ,चिकन विंदालू
253,Chicken Angara,ಚಿಕನ್ ಅಂಗಾರ,चिकन अंगारा
254,Mutton Curry,ಮಟನ್ ಕರೀ,मटन करी
255,Mutton Korma,ಮಟನ್ ಕೋರಮಾ,मटन कोरमा
256,Mutton Do Pyaza,ಮಟನ್ ಡೋ ಪ್ಯಾಜಾ,मटन दो प्याज़ा
257,Mutton Rogan Josh,ಮಟನ್ ರೋಗನ್ ಜೋಶ್,मटन रोगन जोश
258,Goan Fish Curry,ಗೋನ್ ಮೀನು ಕರೀ,गोवा फिश करी
259,Meen Moilee,ಮೀನು ಮೊಇಲೆ,मीन मोइली
260,Fish Fry,ಮೀನು ಫ್ರೈ,फिश फ्राई
261,Fish Tikka,ಮೀನು ಟಿಕ್ಕಾ,फिश टिक्का
262,Fish Masala,ಮೀನು ಮಸಾಲಾ,फिश मसाला
263,Prawn Curry,ಚಿಂಗರಿ ಕರೀ,प्रॉन करी
264,Prawn Masala,ಚಿಂಗರಿ ಮಸಾಲಾ,प्रॉन मसाला
265,Prawn Fry,ಚಿಂಗರಿ ಫ್ರೈ,प्रॉन फ्राई
266,Paneer Pakora,ಪನೀರ್ ಪಕೋಡಾ,पनीर पकोड़ा
267,Veg Pakora,ತರಕಾರಿ ಪಕೋಡಾ,वेज पकोड़ा
268,Samosa,ಸಮೋಸಾ,समोसा
269,Aloo Tikki,ಅಲೂ ಟಿಕ್ಕಿ,आलू टिक्की
270,Onion Pakora,ಈರುಳ್ಳಿ ಪಕೋಡಾ,प्याज पकोड़ा
271,Paneer Tikka,ಪನೀರ್ ಟಿಕ್ಕಾ,पनीर टिक्का
272,Paneer Tikka Masala,ಪನೀರ್ ಟಿಕ್ಕಾ ಮಸಾಲಾ,पनीर टिक्का मसाला
273,Paneer Lababdar,ಪನೀರ್ ಲಬ್ಬಾಬ್ದಾರ್,पनीर लबाबदार
274,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
275,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
276,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
277,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
278,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
279,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
280,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
281,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
282,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
283,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
284,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
285,Chole,ಚೋಲೆ,छोले
286,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
287,Rajma,ರಾಜ್ಮಾ,राजमा
288,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
289,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
290,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
291,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
292,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
293,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
294,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
295,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
296,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
297,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
298,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
299,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
300,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
301,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
302,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
303,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
304,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
305,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
306,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
307,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
308,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
309,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
310,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
311,Chole,ಚೋಲೆ,छोले
312,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
313,Rajma,ರಾಜ್ಮಾ,राजमा
314,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
315,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
316,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
317,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
318,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
319,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
320,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
321,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
322,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
323,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
324,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
325,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
326,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
327,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
328,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
329,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
330,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
331,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
332,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
333,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
334,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
335,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
336,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
337,Chole,ಚೋಲೆ,छोले
338,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
339,Rajma,ರಾಜ್ಮಾ,राजमा
340,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
341,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
342,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
343,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
344,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
345,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
346,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
347,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
348,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
349,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
350,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
351,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
352,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
353,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
354,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
355,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
356,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
357,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
358,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
359,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
360,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
361,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
362,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
363,Chole,ಚೋಲೆ,छोले
364,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
365,Rajma,ರಾಜ್ಮಾ,राजमा
366,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
367,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
368,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
369,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
370,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
371,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
372,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
373,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
374,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
375,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
376,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
377,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
378,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
379,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
380,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
381,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
382,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
383,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
384,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
385,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
386,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
387,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
388,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
389,Chole,ಚೋಲೆ,छोले
390,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
391,Rajma,ರಾಜ್ಮಾ,राजमा
392,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
393,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
394,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
395,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
396,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
397,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
398,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
399,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
400,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
401,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
402,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
403,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
404,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
405,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
406,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
407,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
408,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
409,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
410,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
411,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
412,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
413,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
414,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
415,Chole,ಚೋಲೆ,छोले
416,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
417,Rajma,ರಾಜ್ಮಾ,राजमा
418,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
419,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
420,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
421,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
422,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
423,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
424,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
425,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
426,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
427,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
428,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
429,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
430,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
431,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
432,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
433,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
434,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
435,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
436,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
437,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
438,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
439,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
440,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
441,Chole,ಚೋಲೆ,छोले
442,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
443,Rajma,ರಾಜ್ಮಾ,राजमा
444,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
445,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
446,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
447,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
448,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
449,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
450,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
451,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
452,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
453,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
454,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
455,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
456,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
457,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
458,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
459,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
460,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
461,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
462,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
463,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
464,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
465,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
466,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
467,Chole,ಚೋಲೆ,छोले
468,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
469,Rajma,ರಾಜ್ಮಾ,राजमा
470,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
471,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
472,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
473,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
474,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
475,Paneer Pudina Masala,ಪನೀರ್ ಪುಡಿನಾ ಮಸಾಲಾ,पनीर पुदीना मसाला
476,Paneer Kali Mirch,ಪನೀರ್ ಕಾಳಿ ಮಿರ್ಚ್,पनीर काली मिर्च
477,Paneer Achari,ಪನೀರ್ ಅಚಾರಿ,पनीर अचारी
478,Paneer Handi,ಪನೀರ್ ಹಂಡಿ,पनीर हांडी
479,Paneer Makhani,ಪನೀರ್ ಮಖನಿ,पनीर मखनी
480,Paneer Khurchan,ಪನೀರ್ ಖುರ್ಚನ್,पनीर खुर्चन
481,Butter Paneer,ಬಟರ್ ಪನೀರ್,बटर पनीर
482,Shahi Paneer,ಶಾಹಿ ಪನೀರ್,शाही पनीर
483,Kadai Paneer,ಕಡಾಯಿ ಪನೀರ್,कड़ाई पनीर
484,Paneer Do Pyaza,ಪನೀರ್ ಡೋ ಪ್ಯಾಜಾ,पनीर दो प्याज़ा
485,Malai Kofta,ಮಲಾಯಿ ಕೊಫ್ತಾ,मलाई कोफ्ता
486,Mushroom Masala,ಮಶ್ರೂಮ್ ಮಸಾಲಾ,मशरूम मसाला
487,Veg Kofta,ತರಕಾರಿ ಕೊಫ್ತಾ,वेज कोफ्ता
488,Veg Korma,ತರಕಾರಿ ಕೋರಮಾ,वेज कोरमा
489,Mixed Veg Curry,ಮಿಶ್ರ ತರಕಾರಿ ಕರೀ,मिक्स वेज करी
490,Dal Tadka,ದಾಲ್ ತಡ್ಕಾ,दाल तड़का
491,Dal Fry,ದಾಲ್ ಫ್ರೈ,दाल फ्राई
492,Dal Bukhara,ದಾಲ್ ಬುಖಾರಾ,दाल बुखारा
493,Chole,ಚೋಲೆ,छोले
494,Chana Masala,ಚಣಾ ಮಸಾಲಾ,चना मसाला
495,Rajma,ರಾಜ್ಮಾ,राजमा
496,Aloo Gobhi,ಅಲೂ ಗಾಬಿ,आलू गोभी
497,Bhindi Masala,ಭಿಂಡಿ ಮಸಾಲಾ,भिंडी मसाला
498,Cauliflower Masala,ಹೂಕು ಮಸಾಲಾ,फूलगोभी मसाला
499,Methi Malai Paneer,ಮೆಥಿ ಮಲಾಯಿ ಪನೀರ್,मेथी मलाई पनीर
500,Palak Mushroom,ಪಾಲಕ್ ಮಶ್ರೂಮ್,पालक मशरूम
